voltage,ax,ay,az,gx,gy,gz
73.916858,-0.392456,-0.498047,-0.125488,11.230469,14.526367,-14.526367
74.421204,-0.417236,-0.423828,-0.140259,19.592285,-43.823242,9.582520
66.511194,-0.165649,-0.385986,-0.037476,27.526855,-80.322266,20.385742
50.360046,0.038696,-0.294678,0.212402,24.780273,-112.487793,26.672363
23.800525,0.115845,-0.156006,0.597168,2.014160,-131.652832,30.944824
-22.260095,0.397217,-0.107788,1.325073,-3.417969,-143.737793,32.653809
-42.225256,0.579224,0.100342,1.612549,27.587891,-142.578125,42.297363
-40.946667,0.646362,0.227417,1.630005,33.935547,-126.342773,54.138184
-33.545837,0.591309,0.294678,1.525513,39.794922,-103.454590,55.175781
-19.447522,0.388916,0.251587,1.219849,58.288574,-80.200195,49.804688
-31.119177,-0.030640,0.283203,1.280884,29.602051,-56.213379,34.729004
-58.190295,-0.171143,0.382812,1.372192,37.597656,-20.690918,9.948730
-82.360217,0.167603,0.570557,1.733765,31.250000,26.977539,-24.475098
-92.608264,0.367188,0.685425,1.981323,-46.813965,79.406738,-51.391602
-104.016467,0.687500,0.537354,2.155762,-8.605957,135.620117,-58.654785
-69.607361,0.505737,0.485352,1.776733,10.253906,172.302246,-62.988281
-45.548621,0.824951,0.481323,1.588745,-26.733398,183.227539,-56.518555
4.240613,0.703125,0.295410,1.055176,-66.589355,159.301758,-59.143066
32.675720,0.650879,-0.046753,0.593628,-128.967285,118.225098,-33.874512
50.072424,0.395874,-0.202148,0.473877,-102.172852,86.425781,-15.563965
61.455652,0.130005,-0.251587,0.180908,-39.184570,45.532227,-11.108398
63.794495,-0.171753,-0.251587,0.067383,-24.780273,6.530762,-11.413574
61.752136,-0.314697,-0.231567,0.070190,-30.822754,-21.423340,-12.817383
58.997571,-0.351196,-0.264404,0.110474,11.901855,-45.288086,-11.718750
48.523938,-0.358765,-0.204224,0.295532,48.217773,-71.350098,-5.981445
37.359851,-0.380737,-0.171265,0.460327,53.283691,-86.364746,-0.976562
20.429626,-0.264526,-0.084229,0.785400,23.193359,-112.792969,1.708984
-7.863684,0.037598,0.003906,1.098755,52.795410,-130.493164,2.014160
-8.656458,0.280884,0.007324,1.216187,49.255371,-119.323730,3.112793
-13.840906,0.391724,-0.057373,1.129150,10.375977,-115.844727,10.192871
-30.930652,0.656250,-0.152466,1.282837,36.010742,-113.830566,25.024414
-29.866370,0.893311,-0.060791,1.272949,83.618164,-96.557617,49.499512
-19.767371,0.869019,0.176880,1.185425,108.459473,-64.575195,65.917969
-7.640515,0.566895,0.197144,0.978271,68.725586,-34.545898,70.983887
-16.301404,0.118164,0.236450,1.091431,8.850098,-16.418457,63.171387
-26.359314,-0.011353,0.225464,1.090698,2.380371,23.498535,37.597656
-67.175061,-0.034912,0.312378,1.871216,83.923340,43.457031,24.658203
-135.484094,0.447632,0.741699,2.307739,-27.770996,84.228516,-10.742188
-186.610730,0.586548,0.084229,2.806519,-38.146973,167.053223,-23.559570
-179.253406,1.735596,0.942383,3.022339,-26.062012,259.338379,-21.423340
-0.130115,1.690552,0.338135,1.443237,-37.414551,257.690430,-32.348633
66.876160,1.823730,0.041992,0.135986,-60.913086,181.884766,-28.198242
91.120203,1.124390,-0.283081,-0.518799,-30.700684,99.060059,-32.165527
88.455066,0.242920,-0.161865,-0.781006,-32.348633,-7.141113,-23.010254
75.513684,0.037720,-0.260498,-0.300659,6.164551,-73.791504,-18.432617
42.222034,-0.063843,-0.127930,0.334595,6.347656,-102.355957,-12.634277
15.242761,0.041260,-0.130615,0.756470,4.638672,-109.313965,-5.065918
3.230310,-0.030273,-0.201294,0.973022,30.456543,-115.600586,5.981445
-17.243225,0.047241,-0.159546,1.259888,43.579102,-115.661621,17.272949
-25.109729,0.110596,-0.065186,1.374512,44.860840,-112.304688,27.343750
-25.418298,0.238770,-0.013916,1.432739,23.376465,-101.745605,29.907227
-27.479187,0.267334,-0.033203,1.425293,35.888672,-88.317871,30.883789
-34.046155,0.331787,0.043579,1.373535,40.344238,-71.411133,29.418945
-40.824207,0.397217,0.106567,1.417603,48.034668,-43.823242,33.569336
-32.209241,0.439575,0.133057,1.345947,38.757324,-11.291504,37.597656
-18.222107,0.485229,0.061279,1.145142,12.756348,13.977051,38.330078
-3.161023,0.505981,-0.066895,1.035645,-0.122070,25.207520,44.860840
7.476160,0.576050,0.015625,0.882446,7.202148,29.968262,41.259766
16.445618,0.548096,-0.005615,0.887573,3.540039,22.460938,36.132812
24.623914,0.422119,-0.141602,0.688721,2.868652,7.385254,29.968262
26.620349,0.202393,-0.120117,0.698364,17.822266,-6.652832,30.151367
25.424744,0.466187,-0.149536,0.685669,61.828613,-22.399902,32.226562
19.125256,0.701782,0.101685,0.772339,22.460938,-31.250000,31.921387
11.328040,0.695068,-0.044922,0.768921,-23.315430,-32.165527,31.799316
4.467004,0.692627,-0.200562,0.851685,17.089844,-17.272949,30.090332
2.778333,0.681396,-0.035400,0.893921,82.153320,-0.183105,24.108887
5.914783,0.573975,0.016724,0.869141,-15.258789,4.150391,16.967773
6.466663,0.626343,-0.107544,0.914795,-33.935547,5.859375,15.808105
9.363025,0.578613,-0.055786,0.873413,5.187988,7.934570,22.521973
9.216394,0.561523,0.042358,0.893555,3.051758,6.103516,29.663086
6.769592,0.559814,0.039795,0.882812,-8.544922,6.103516,34.362793
7.510803,0.433594,-0.042114,0.918457,-20.080566,4.882812,39.428711
7.619568,0.330933,-0.100342,0.950928,21.606445,1.708984,43.640137
11.288562,0.327271,-0.112549,0.846436,48.461914,0.610352,45.349121
12.366541,0.352539,-0.034912,0.779175,18.432617,0.061035,42.785645
7.570422,0.447388,-0.124756,0.884399,-15.686035,-1.953125,38.696289
5.905920,0.461548,-0.180176,0.893677,3.601074,-5.004883,36.315918
4.442834,0.532471,-0.149292,0.925049,25.146484,-7.690430,35.217285
8.510632,0.536377,-0.109863,0.826660,37.048340,-3.967285,32.043457
10.739099,0.515137,-0.031616,0.770264,-6.225586,0.366211,26.733398
8.695935,0.542603,-0.215698,0.903076,-9.826660,3.662109,22.766113
7.840320,0.538574,-0.135010,0.792114,2.868652,6.408691,18.005371
4.356628,0.515259,-0.225342,0.890015,-17.883301,14.221191,13.122559
3.920764,0.461792,-0.217896,0.864136,-3.173828,14.709473,4.089355
2.523743,0.423096,-0.239624,0.887085,-6.042480,14.892578,-1.098633
2.891125,0.450195,-0.240234,0.932861,-9.521484,16.845703,-3.540039
5.815686,0.366577,-0.239502,0.928223,-14.221191,14.282227,-7.324219
5.151819,0.335815,-0.245850,0.974609,-10.253906,11.901855,-5.676270
-2.033899,0.340820,-0.290771,1.004272,2.563477,5.920410,-2.197266
-15.435315,0.390137,-0.260864,0.980225,10.559082,4.760742,-1.281738
-27.716052,0.347412,-0.237427,0.970093,-3.051758,6.591797,-4.882812
-34.270935,0.338135,-0.268799,0.878784,-41.015625,4.089355,-4.882812
-35.067737,0.308594,-0.305420,0.861450,-12.939453,-1.525879,0.427246
-0.903794,-0.020142,-0.006958,1.008667,2.136230,-1.159668,1.708984
-1.048813,-0.012695,-0.017334,1.003906,-1.464844,-1.159668,0.976562
-1.262314,-0.011597,-0.019043,1.007568,0.488281,-1.098633,0.366211
-1.832725,-0.004395,-0.014648,1.000122,0.549316,-0.854492,0.488281
-3.056528,-0.004395,-0.009888,1.027710,0.915527,0.061035,0.732422
-3.243442,-0.014648,-0.020264,1.023438,2.685547,0.915527,1.037598
-5.131113,-0.025635,-0.013550,1.083252,1.525879,1.403809,1.403809
-8.182163,-0.011230,-0.000854,1.135376,-0.427246,3.479004,1.525879
-3.373960,-0.103516,-0.019043,1.053955,-4.089355,6.652832,2.014160
19.717983,-0.008423,-0.045410,0.782837,-9.765625,0.976562,5.737305
17.929409,0.029541,-0.210327,0.825073,13.610840,-13.671875,8.422852
10.041958,0.145630,-0.014526,0.921265,34.301758,-22.888184,9.643555
7.919033,0.306396,0.051636,0.942017,-56.945801,-31.127930,1.770020
-1.755381,0.619507,-0.066895,0.963013,-78.735352,-40.710449,-21.179199
7.736147,0.546997,-0.196533,0.961304,-19.653320,-47.180176,-37.231445
20.778237,0.516724,-0.211426,0.792725,-35.888672,-56.091309,-47.546387
23.931606,0.636597,-0.244995,0.708618,-46.386719,-66.345215,-57.189941
21.998013,0.599243,-0.271484,0.702637,-34.606934,-77.392578,-62.255859
10.463320,0.602417,-0.280762,0.915649,-37.292480,-88.134766,-59.326172
-5.436460,0.382690,-0.240845,1.027344,-12.512207,-90.515137,-49.499512
-40.285459,0.251099,-0.046509,1.341064,27.160645,-72.082520,-34.301758
-62.127817,0.055298,0.089233,1.445923,10.192871,-26.489258,-38.696289
-97.958115,0.185425,0.201050,1.688599,10.681152,48.034668,-51.208496
-93.218394,0.349121,0.213257,2.335083,-20.568848,116.699219,-55.175781
-71.777256,0.585083,0.453491,2.293823,7.507324,162.170410,-62.438965
-58.385508,0.821167,0.440186,2.018921,-3.540039,171.691895,-65.002441
-34.712681,1.263916,0.361206,1.357178,4.394531,165.100098,-60.729980
-4.259385,1.633545,-0.007080,1.133667,13.732910,124.389648,-50.598145
54.875552,1.487915,-0.074585,0.490112,8.117676,84.106445,-51.086426
64.871426,0.951050,-0.213989,0.015381,-59.875488,29.357910,-23.254395
66.399771,0.627808,-0.276978,-0.005493,-47.973633,-22.521973,-2.929688
64.259927,0.519775,-0.258911,0.067383,-27.160645,-66.650391,9.643555
40.202798,0.331421,-0.084351,0.520874,-21.057129,-124.755859,32.775879
-10.866636,0.496338,0.125977,1.179932,-25.878906,-157.348633,50.354004
-37.675107,0.529419,0.119263,1.427734,-17.944336,-159.423828,46.569824
-52.572642,0.478638,0.139526,1.575317,51.574707,-143.188477,48.522949
-49.868833,0.338623,0.304199,1.568115,53.588867,-108.642578,49.377441
-53.527354,-0.020996,0.323608,1.546021,5.187988,-79.467773,38.024902
-94.346323,-0.379761,0.447510,1.819092,31.555176,-27.343750,15.869141
-132.156943,-0.172852,0.684204,2.166870,28.015137,74.829102,-20.568848
-145.443955,0.662354,0.806274,2.597778,11.047363,155.334473,-56.152344
-121.763877,1.456421,0.567871,2.651611,-3.540039,201.416016,-80.444336
-69.242637,1.902100,0.237305,2.030151,20.751953,213.500977,-101.257324
-4.553452,1.788452,0.069458,1.095703,-43.579102,195.800781,-91.369629
53.673501,1.331909,-0.172241,0.447021,-21.606445,142.822266,-59.143066
77.699209,0.882935,-0.182007,-0.123169,-19.592285,79.406738,-26.428223
82.961807,0.490723,-0.295288,-0.524658,-34.057617,3.906250,6.347656
79.982461,-0.032959,-0.349365,-0.449707,-4.760742,-60.791016,27.648926
61.411099,-0.050293,-0.199463,0.048340,5.554199,-108.947754,44.860840
20.609048,0.062378,0.063110,0.675293,4.821777,-140.869141,65.124512
-11.326670,0.338623,0.143799,1.189819,-6.103516,-155.151367,69.763184
-32.612314,0.545044,0.233398,1.515747,-7.202148,-150.817871,63.049316
-45.324888,0.616699,0.212402,1.643799,23.620605,-137.329102,59.265137
-42.248862,0.541992,0.289917,1.578247,52.612305,-104.736328,59.631348
-47.210142,0.000854,0.261963,1.626953,24.108887,-45.959473,36.132812
-73.709238,-0.097778,0.398438,1.781372,16.113281,-11.718750,17.822266
-92.628647,-0.168701,0.384033,1.859375,8.789062,52.368164,-10.498047
-88.898423,-0.051025,0.439453,2.005981,17.761230,105.163574,-31.066895
-93.546299,0.512573,0.280396,2.180786,-11.291504,138.122559,-53.649902
-76.734507,1.103394,0.229126,2.152100,-25.024414,156.433105,-59.265137
-35.905869,1.490723,0.160645,1.670532,-50.537109,161.315918,-53.405762
34.770205,1.286987,-0.062622,0.694824,-49.499512,130.493164,-34.545898
65.946182,1.169922,-0.094971,0.020386,14.526367,80.749512,-12.145996
77.346328,0.655151,-0.051025,-0.208008,-17.272949,32.104492,15.808105
69.785977,0.515137,-0.035645,-0.079956,-32.043457,-25.085449,29.174805
51.414419,0.393555,0.091553,0.284912,-16.357422,-65.856934,27.221680
25.227114,0.328491,0.065063,0.713745,-3.845215,-95.031738,19.714355
4.125161,0.129150,0.066895,1.009399,12.207031,-108.337402,12.023926
-21.691538,-0.004272,0.047119,1.298462,21.057129,-117.553711,13.122559
-24.348618,0.135620,0.031128,1.360474,23.559570,-109.924316,8.422852
-35.009971,-0.026245,-0.041870,1.499512,28.442383,-109.863281,14.099121
-49.091367,0.073853,0.030151,1.673218,38.208008,-91.674805,20.141602
-72.499937,-0.182739,0.079590,1.836670,21.179199,-67.443848,13.244629
-87.815610,-0.632446,0.150757,2.012939,-10.742188,-18.310547,-3.906250
-80.136826,-0.600586,0.177856,1.872925,-26.062012,49.377441,-21.179199
-79.513242,-0.438965,0.227539,1.968140,10.681152,80.322266,-30.883789
-103.202183,0.620850,0.606689,2.253540,-17.822266,109.436035,-41.442871
-88.662363,1.696045,0.411133,2.110718,5.065918,147.277832,-44.799805
-42.270615,1.600464,0.524780,1.721069,0.610352,152.893066,-62.438965
9.915469,1.115479,0.272705,1.041260,-88.317871,135.314941,-51.025391
51.294375,0.773804,-0.145508,0.486450,-30.883789,108.276367,-32.836914
77.389834,0.374023,-0.184082,-0.147095,31.250000,54.077148,-18.188477
83.181753,0.471924,-0.260010,-0.503174,2.929688,-2.502441,10.375977
66.189492,0.488525,-0.163330,-0.011597,8.483887,-66.101074,27.404785
26.139126,0.510986,0.141235,0.598267,13.366699,-96.496582,28.991699
1.572012,0.503540,0.087769,1.012451,-0.183105,-104.736328,28.076172
-14.097349,0.411011,0.102173,1.258667,15.686035,-102.661133,29.907227
-29.219663,0.124146,0.189331,1.513672,24.047852,-98.937988,37.658691
-39.771445,0.104004,0.312866,1.597290,18.798828,-94.421387,38.757324
-34.164829,0.179443,0.255493,1.451416,28.930664,-83.129883,42.846680
-33.015952,0.217163,0.225342,1.377075,58.288574,-65.673828,59.020996
-23.081309,0.112793,0.372925,1.232422,69.458008,-39.489746,71.105957
-17.456968,0.101562,0.271851,1.185913,18.188477,-21.667480,74.768066
-24.111753,0.170166,0.153076,1.286743,23.376465,-6.774902,77.270508
-57.077915,0.027100,-0.015503,1.601440,7.568359,17.883301,72.753906
-99.609727,-0.135620,-0.149902,1.953125,-13.732910,80.322266,64.147949
-102.093589,0.229858,-0.226562,2.225342,-17.089844,128.479004,42.175293
-82.154209,0.923340,-0.021851,2.023071,-18.920898,151.306152,33.874512
-39.922104,1.318970,0.168457,1.562988,-5.615234,156.616211,28.015137
21.579873,1.165161,0.165161,0.820923,-18.554688,141.113281,9.033203
55.540225,0.754761,-0.025879,0.212769,-16.662598,104.797363,-4.272461
72.031362,0.452515,-0.101318,-0.119507,17.333984,63.293457,-9.765625
74.930947,0.177124,-0.048584,-0.260010,14.892578,15.258789,-8.300781
71.590664,0.131104,-0.013062,-0.162842,9.033203,-23.193359,-9.399414
60.592544,0.004395,-0.057251,0.137451,19.470215,-64.819336,-18.371582
28.866299,-0.213623,-0.015747,0.648438,19.409180,-97.412109,-23.864746
1.089419,-0.203735,-0.060425,1.067139,27.709961,-107.543945,-18.859863
-15.300205,-0.201660,-0.010498,1.394775,54.077148,-106.811523,-18.615723
-40.619810,0.255249,-0.045044,1.508667,20.629883,-102.966309,-19.409180
-43.621714,0.473633,-0.184937,1.519409,-32.958984,-89.538574,-24.414062
-37.149009,0.582275,-0.331787,1.484253,-32.348633,-72.265625,-30.761719
-20.243760,0.480469,-0.334961,1.295288,-32.775879,-64.208984,-32.165527
-11.677134,0.440186,-0.355713,1.164062,-53.222656,-57.006836,-24.780273
-0.670957,0.608765,-0.223877,0.971802,-86.120605,-45.715332,-27.465820
-29.289756,-0.008179,-0.054688,1.195923,-70.495605,-50.659180,-15.869141
-36.777598,-0.192871,0.184937,1.284790,-42.114258,-23.864746,-16.662598
-37.897471,-0.339233,0.303345,1.229980,-23.559570,19.226074,-26.062012
-48.750571,-0.110229,0.364014,1.435425,-6.408691,58.044434,-54.138184
-60.209531,0.482056,0.490845,1.566284,-2.746582,91.491699,-83.068848
-86.994639,1.153320,0.517212,1.884888,26.489258,119.873047,-101.684570
-90.784482,1.700073,0.630493,2.040161,-17.517090,147.888184,-106.323242
-60.890317,1.853516,0.230225,2.009033,-35.949707,160.644531,-96.618652
-6.688462,1.541260,0.091675,1.290649,7.263184,155.944824,-75.927734
36.837539,1.180908,-0.089233,0.625854,-21.240234,127.685547,-55.480957
65.510317,0.767334,-0.315063,0.062012,25.573730,85.510254,-29.846191
74.805264,0.463379,-0.385742,-0.121338,6.774902,31.494141,-3.906250
67.699307,0.376587,-0.345093,-0.008911,-22.277832,-23.376465,15.930176
55.203457,0.348267,-0.194336,0.262939,-5.249023,-69.274902,28.320312
34.463247,0.319824,-0.096558,0.675049,-7.385254,-108.032227,42.480469
8.282388,0.155640,-0.060791,0.941772,19.531250,-127.319336,58.959961
-22.207163,0.171631,0.224243,1.253784,26.977539,-129.028320,78.491211
-32.412510,0.213135,0.287231,1.432861,-0.305176,-120.971680,83.557129
-35.445029,0.340576,0.208496,1.479248,25.329590,-101.379395,82.275391
-30.999375,0.227051,0.313843,1.425293,31.860352,-80.200195,77.880859
-35.905869,0.008545,0.387329,1.423340,19.958496,-57.617188,62.805176
-41.728403,-0.070679,0.459106,1.498291,15.808105,-29.052734,45.532227
-59.516660,-0.123169,0.387451,1.669189,27.770996,11.962891,14.343262
-102.790488,-0.026489,0.420410,2.141846,57.434082,55.725098,-11.352539
-116.226548,0.326904,0.403076,2.370361,11.840820,124.450684,-53.100586
-94.513901,0.935913,0.201538,2.244019,-9.643555,157.958984,-72.937012
-63.547397,1.330322,0.236938,1.900879,-44.250488,174.926758,-73.730469
-19.923105,1.311401,0.210327,1.373657,-60.913086,159.301758,-53.405762
34.101504,1.026489,0.020996,0.757568,-25.085449,139.282227,-31.250000
70.423257,0.645752,-0.083496,0.005859,22.827148,97.839355,-18.249512
82.982754,0.401367,-0.189575,-0.504028,-4.943848,36.560059,-2.624512
81.261855,0.311523,-0.227783,-0.439697,-27.587891,-21.545410,14.160156
68.433267,0.327515,-0.096436,0.031250,7.690430,-74.707031,23.010254
43.439956,0.405884,0.082397,0.461060,4.272461,-108.520508,25.024414
12.921401,0.281372,-0.024536,0.939697,-11.169434,-136.169434,20.446777
-24.471079,0.331299,0.069580,1.272339,33.081055,-138.488770,27.099609
-38.906162,0.368042,0.108887,1.513794,22.155762,-118.591309,27.709961
-49.626328,0.122314,0.128784,1.827393,39.184570,-101.745605,30.761719
-38.610483,0.014160,0.180786,1.707031,68.054199,-89.355469,34.362793
-23.068418,0.275513,0.365356,1.339722,10.559082,-77.575684,44.189453
-24.429990,0.214111,0.227051,1.349121,-3.784180,-67.749023,37.475586
-15.332432,0.284668,0.277344,1.191650,11.169434,-56.762695,28.381348
-24.204404,0.051025,0.228394,1.323120,1.770020,-38.574219,11.840820
-43.898057,-0.282593,0.389282,1.509033,-8.117676,-9.033203,-2.563477
-79.605894,-0.427856,0.364868,1.847168,8.544922,38.452148,-15.075684
-119.636118,-0.016113,0.631714,2.344482,12.939453,99.304199,-37.109375
-120.980771,0.463379,0.571899,2.507202,-5.432129,148.742676,-58.654785
-116.271665,1.233887,0.527344,2.484985,-48.034668,192.260742,-57.189941
-58.124473,1.542114,0.331177,2.101196,-6.347656,190.917969,-52.368164
7.724868,1.403198,0.289185,1.312500,-29.724121,152.709961,-47.912598
38.900845,1.003540,0.060059,0.536499,-29.418945,108.032227,-30.822754
61.083999,0.642456,-0.186768,0.118286,30.029297,77.453613,-31.555176
73.591128,0.216553,-0.182739,-0.188721,15.930176,41.381836,-28.381348
74.907583,0.121582,-0.248169,-0.258667,-63.110352,-6.408691,-12.268066
70.902627,0.149414,-0.286499,-0.131470,-44.494629,-43.212891,1.647949
55.897134,0.188721,-0.142456,0.235718,7.934570,-84.289551,17.944336
30.883682,0.329224,0.107178,0.673096,23.681641,-110.107422,33.569336
-31.387705,0.620728,0.174072,1.502197,52.001953,-133.361816,43.334961
-39.244541,0.572876,0.255371,1.650269,59.509277,-120.056152,56.274414
-33.294712,0.577393,0.228882,1.611816,53.466797,-103.271484,67.687988
-33.724131,0.613770,0.252686,1.547485,26.977539,-89.843750,78.613281
-24.486387,0.543823,0.075806,1.376709,36.804199,-77.636719,94.238281
-12.414316,0.539429,0.097778,1.009888,61.035156,-58.959961,125.610352
19.004971,0.817993,0.016602,0.726929,83.007812,-36.865234,141.052246
14.155679,0.881348,0.258911,0.717529,74.401855,-19.653320,147.949219
16.820010,0.927856,0.011963,0.788208,22.583008,-17.028809,142.883301
6.777407,0.807007,0.042603,0.903564,48.278809,-14.953613,135.742188
21.178652,0.750244,0.057617,0.787720,56.518555,-7.263184,122.131348
24.662344,0.600586,0.044189,0.720703,41.748047,0.000000,97.106934
26.052114,0.580566,-0.050171,0.630859,39.794922,-0.244141,64.697266
9.288662,0.397705,-0.190308,0.850830,36.499023,1.342773,28.503418
-32.161143,0.206055,0.025879,1.124756,20.324707,15.625000,5.493164
-44.151035,0.265137,-0.009644,1.421021,5.249023,59.753418,-21.240234
-48.093955,0.237915,0.091431,1.474487,40.039062,94.665527,-48.706055
-57.100474,0.353027,0.035767,1.617432,22.827148,114.501953,-66.894531
-61.742710,0.696655,-0.001221,1.756470,52.490234,132.202148,-83.923340
-31.567368,0.902222,-0.062012,1.518433,34.851074,133.544922,-94.970703
32.172744,0.886108,-0.645630,0.774658,48.095703,113.403320,-93.017578
68.015933,0.583008,-0.650146,0.116821,9.155273,60.974121,-41.198730
69.138223,0.158936,-0.531128,0.019653,-5.310059,13.000488,9.094238
58.369717,0.098022,-0.286865,0.144043,-8.911133,-23.559570,25.573730
42.307998,0.053711,-0.087158,0.477295,-41.809082,-54.687500,30.090332
26.239834,0.091309,-0.052734,0.753052,-46.997070,-81.359863,23.620605
1.923281,0.126099,-0.020996,1.092163,-39.794922,-97.595215,11.596680
-13.921714,0.259033,-0.042969,1.273926,-28.930664,-102.722168,4.272461
-20.870566,0.444092,-0.047852,1.336792,-8.972168,-96.191406,-3.356934
-26.956553,0.502808,-0.069336,1.364014,-1.464844,-82.275391,-16.235352
-24.133506,0.491577,-0.126709,1.308838,4.394531,-62.500000,-28.747559
-20.008506,0.490845,-0.131470,1.216919,-8.483887,-41.015625,-40.710449
-6.371836,0.543335,-0.069824,1.004028,-25.390625,-18.676758,-53.771973
-0.149692,0.440430,-0.031494,0.903198,-27.893066,-2.136230,-63.842773
-8.746934,0.491211,0.151367,1.099976,-42.480469,9.887695,-78.430176
-12.937998,0.417603,0.231079,1.144165,-35.522461,20.019531,-91.369629
-26.508604,0.200806,0.303223,1.266113,-46.142578,37.902832,-102.966309
-38.687827,0.238647,0.337646,1.453125,-38.391113,64.270020,-108.154297
-50.758286,0.360596,0.362671,1.584106,-32.470703,90.209961,-111.145020
-55.856528,0.471802,0.328613,1.671997,-16.906738,117.431641,-110.351562
-48.663560,0.589233,0.236572,1.569458,-2.441406,136.596680,-105.224609
-22.577769,0.739502,0.091919,1.259766,-8.422852,140.075684,-94.543457
3.358169,0.685791,-0.163452,0.941040,-12.878418,129.638672,-77.087402
24.316714,0.506958,-0.280884,0.658203,-13.916016,113.525391,-59.387207
39.787881,0.186768,-0.374146,0.448120,-8.605957,88.867188,-33.386230
46.446694,-0.016113,-0.380127,0.432495,3.784180,57.617188,-11.291504
46.399160,-0.166138,-0.360107,0.326538,-6.042480,25.268555,0.976562
46.924453,-0.406128,-0.343018,0.312134,-34.301758,-0.793457,9.033203
47.199990,-0.562866,-0.399292,0.324585,-41.381836,-18.066406,10.131836
42.303970,-0.999878,-0.335693,0.435059,-25.512695,-40.710449,1.037598
38.800942,-0.675781,-0.445801,0.484497,18.798828,-44.189453,0.854492
20.960317,-0.478760,-0.284668,0.566284,-62.194824,-66.101074,-11.779785
1.381069,-0.381348,-0.487061,0.881714,79.040527,-43.395996,4.943848
-5.995591,-0.568726,-0.164795,1.070435,79.406738,-53.222656,22.766113
0.879141,-0.327026,0.017212,1.006226,21.911621,-52.185059,23.864746
-2.964683,-0.101929,-0.094360,1.069092,-39.611816,-47.546387,15.686035
-1.528184,-0.158447,-0.095581,1.006592,-11.413574,-45.410156,7.751465
0.506924,-0.189697,-0.092651,1.066040,1.525879,-42.358398,7.019043
-2.971934,-0.146118,-0.097656,1.065918,-24.047852,-35.827637,4.821777
-9.270615,-0.023560,-0.228271,1.200317,-42.785645,-25.207520,1.037598
-10.890000,-0.010376,-0.155151,1.241089,-28.869629,-18.066406,-1.342773
-4.611460,0.049561,-0.316528,1.192505,-10.253906,-13.122559,0.671387
